338,2.80,2.80,BANCARIO,2014-04-07,
339,2.80,2.80,BANCARIO,2014-04-08,
340,2.80,2.80,BANCARIO,2014-04-09,
341,2.80,2.80,BANCARIO,2014-04-10,
342,2.80,2.80,BANCARIO,2014-04-11,
343,2.80,2.80,BANCARIO,2014-04-12,
344,2.80,2.80,BANCARIO,2014-04-14,
345,2.80,2.80,BANCARIO,2014-04-15,
346,2.80,2.80,BANCARIO,2014-04-16,
347,2.80,2.80,BANCARIO,2014-04-17,
348,2.80,2.80,BANCARIO,2014-04-19,
349,2.80,2.80,BANCARIO,2014-04-21,
350,2.80,2.80,BANCARIO,2014-04-22,
351,2.80,2.80,BANCARIO,2014-04-23,
352,2.80,2.80,BANCARIO,2014-04-24,
353,2.80,2.80,BANCARIO,2014-04-25,
354,2.80,2.80,BANCARIO,2014-04-26,
355,2.80,2.80,BANCARIO,2014-04-28,
356,2.80,2.80,BANCARIO,2014-04-29,
357,2.80,2.80,BANCARIO,2014-04-30,
358,2.80,2.80,BANCARIO,2014-05-01,
359,2.80,2.80,BANCARIO,2014-05-05,
360,2.80,2.80,BANCARIO,2014-05-06,
361,2.80,2.80,BANCARIO,2014-05-07,
362,2.80,2.80,BANCARIO,2014-05-08,
363,2.80,2.80,BANCARIO,2014-05-09,
364,2.80,2.80,BANCARIO,2014-05-10,
365,2.80,2.80,BANCARIO,2014-05-12,
366,2.80,2.80,BANCARIO,2014-05-13,
367,2.80,2.80,BANCARIO,2014-05-14,
368,2.80,2.80,BANCARIO,2014-05-15,
369,2.80,2.80,BANCARIO,2014-05-16,
370,2.80,2.80,BANCARIO,2014-05-17,
371,2.80,2.80,BANCARIO,2014-05-19,
372,2.80,2.80,BANCARIO,2014-05-20,
373,2.80,2.80,BANCARIO,2014-05-21,
374,2.80,2.80,BANCARIO,2014-05-22,
375,2.80,2.80,BANCARIO,2014-05-23,
376,2.80,2.80,BANCARIO,2014-05-24,
377,2.80,2.80,BANCARIO,2014-05-26,
378,2.80,2.80,BANCARIO,2014-05-27,
379,2.80,2.80,BANCARIO,2014-05-28,
380,2.80,2.80,BANCARIO,2014-05-29,
381,2.80,2.80,BANCARIO,2014-05-30,
382,2.80,2.80,BANCARIO,2014-05-31,
383,2.80,2.80,BANCARIO,2014-06-02,
384,2.80,2.80,BANCARIO,2014-06-03,
385,2.80,2.80,BANCARIO,2014-06-04,
386,2.80,2.80,BANCARIO,2014-06-05,
387,2.80,2.80,BANCARIO,2014-06-06,
388,2.80,2.80,BANCARIO,2014-06-07,
389,2.80,2.80,BANCARIO,2014-06-09,
390,2.80,2.80,BANCARIO,2014-06-10,
391,2.80,2.80,BANCARIO,2014-06-11,
392,2.80,2.80,BANCARIO,2014-06-12,
393,2.80,2.80,BANCARIO,2014-06-18,
394,2.80,2.80,BANCARIO,2014-06-19,
395,2.80,2.80,BANCARIO,2014-06-20,
396,2.80,2.80,BANCARIO,2014-06-21,
397,2.80,2.80,BANCARIO,2014-06-23,
398,2.80,2.80,BANCARIO,2014-06-24,
399,2.80,2.80,BANCARIO,2014-06-25,
400,2.80,2.80,BANCARIO,2014-06-26,
401,2.80,2.80,BANCARIO,2014-06-27,
402,2.80,2.80,BANCARIO,2014-06-28,
403,2.80,2.80,BANCARIO,2014-06-30,
404,2.80,2.80,BANCARIO,2014-07-01,
405,2.80,2.80,BANCARIO,2014-07-02,
406,2.80,2.80,BANCARIO,2014-07-03,
407,2.80,2.80,BANCARIO,2014-07-04,
408,2.80,2.80,BANCARIO,2014-07-05,
409,2.80,2.80,BANCARIO,2014-07-07,
410,2.80,2.80,BANCARIO,2014-07-08,
411,2.80,2.80,BANCARIO,2014-07-09,
412,2.80,2.80,BANCARIO,2014-07-10,
413,2.80,2.80,BANCARIO,2014-07-11,
414,2.80,2.80,BANCARIO,2014-07-12,
415,2.80,2.80,BANCARIO,2014-07-14,
416,2.80,2.80,BANCARIO,2014-07-15,
417,2.80,2.80,BANCARIO,2014-07-16,
418,2.80,2.80,BANCARIO,2014-07-17,
419,2.80,2.80,BANCARIO,2014-07-18,
420,2.80,2.80,BANCARIO,2014-07-19,
421,2.80,2.80,BANCARIO,2014-07-21,
422,2.80,2.80,BANCARIO,2014-07-22,
423,2.80,2.80,BANCARIO,2014-07-23,
424,2.80,2.80,BANCARIO,2014-07-24,
425,2.80,2.80,BANCARIO,2014-07-25,
426,2.80,2.80,BANCARIO,2014-07-26,
427,2.80,2.80,BANCARIO,2014-07-30,
428,2.80,2.80,BANCARIO,2014-07-31,
429,2.80,2.80,BANCARIO,2014-08-01,
430,2.80,2.80,BANCARIO,2014-08-02,
431,2.80,2.80,BANCARIO,2014-08-04,
432,2.80,2.80,BANCARIO,2014-08-05,
433,2.80,2.80,BANCARIO,2014-08-06,
434,2.80,2.80,BANCARIO,2014-08-07,
435,2.80,2.80,BANCARIO,2014-08-08,
436,2.80,2.80,BANCARIO,2014-08-09,
437,2.80,2.80,BANCARIO,2014-08-11,
438,2.80,2.80,BANCARIO,2014-08-12,
439,2.80,2.80,BANCARIO,2014-08-13,
440,2.80,2.80,BANCARIO,2014-08-14,
441,2.80,2.80,BANCARIO,2014-08-15,
442,2.80,2.80,BANCARIO,2014-08-16,
443,2.80,2.80,BANCARIO,2014-08-18,
444,2.80,2.80,BANCARIO,2014-08-20,
445,2.80,2.80,BANCARIO,2014-08-21,
446,2.80,2.80,BANCARIO,2014-08-22,
447,2.80,2.80,BANCARIO,2014-08-23,
448,2.71,2.82,BANCARIO,2014-08-25,
449,2.71,2.80,BANCARIO,2014-08-26,
450,2.71,2.80,BANCARIO,2014-08-27,
451,2.71,2.80,BANCARIO,2014-08-28,
452,2.80,2.80,BANCARIO,2014-08-29,
453,2.80,2.80,BANCARIO,2014-08-30,
454,2.80,2.80,BANCARIO,2014-09-01,
455,2.80,2.80,BANCARIO,2014-09-02,
456,2.80,2.80,BANCARIO,2014-09-03,
457,2.80,2.80,BANCARIO,2014-09-04,
458,2.80,2.80,BANCARIO,2014-09-05,
459,2.80,2.80,BANCARIO,2014-09-06,
460,2.80,2.80,BANCARIO,2014-09-08,
461,2.80,2.80,BANCARIO,2014-09-09,
462,2.71,2.82,BANCARIO,2014-09-04,
463,2.80,2.80,BANCARIO,2014-09-10,
464,2.80,2.80,BANCARIO,2014-09-11,
465,2.80,2.80,BANCARIO,2014-09-12,
466,2.80,2.80,BANCARIO,2014-09-13,
467,2.80,2.80,BANCARIO,2014-09-15,
468,2.80,2.80,BANCARIO,2014-09-16,
469,2.80,2.80,BANCARIO,2014-09-17,
470,2.80,2.80,BANCARIO,2014-09-18,
471,2.80,2.80,BANCARIO,2014-09-19,
472,2.80,2.80,BANCARIO,2014-09-20,
473,2.80,2.80,BANCARIO,2014-09-22,
474,2.80,2.80,BANCARIO,2014-09-23,
475,2.80,2.80,BANCARIO,2014-09-24,
476,2.80,2.80,BANCARIO,2014-09-25,
478,2.80,2.80,BANCARIO,2014-09-24,
479,2.80,2.80,BANCARIO,2014-09-26,
480,2.80,2.80,BANCARIO,2014-09-27,
481,2.80,2.80,BANCARIO,2014-09-29,
482,2.80,2.80,BANCARIO,2014-09-30,
483,2.80,2.80,BANCARIO,2014-10-01,
484,2.80,2.80,BANCARIO,2014-10-02,
485,2.80,2.80,BANCARIO,2014-10-03,
486,2.80,2.80,BANCARIO,2014-10-04,
487,2.80,2.80,BANCARIO,2014-10-06,
488,2.80,2.80,BANCARIO,2014-10-07,
489,2.80,2.80,BANCARIO,2014-10-09,
490,2.80,2.80,BANCARIO,2014-10-10,
491,2.80,2.80,BANCARIO,2014-10-11,
492,2.80,2.80,BANCARIO,2014-10-13,
493,2.80,2.80,BANCARIO,2014-10-14,
494,2.80,2.80,BANCARIO,2014-10-15,
495,2.80,2.80,BANCARIO,2014-10-16,
496,2.80,2.80,BANCARIO,2014-10-17,
497,2.80,2.80,BANCARIO,2014-10-18,
498,280.00,2.80,BANCARIO,2014-10-20,
499,2.80,2.80,BANCARIO,2014-10-21,
500,2.80,2.80,BANCARIO,2014-10-22,
501,2.80,2.80,BANCARIO,2014-10-23,
502,2.80,2.80,BANCARIO,2014-10-24,
503,2.80,2.80,BANCARIO,2014-10-25,
504,2.80,2.80,BANCARIO,2014-10-27,
505,2.80,2.80,BANCARIO,2014-10-28,
506,2.80,2.80,BANCARIO,2014-10-29,
507,2.80,2.80,BANCARIO,2014-10-30,
508,2.80,2.80,BANCARIO,2014-10-31,
509,2.80,2.80,BANCARIO,2014-11-03,
510,2.80,2.80,BANCARIO,2014-11-04,
511,2.80,2.80,BANCARIO,2014-11-05,
512,2.80,2.80,BANCARIO,2014-11-06,
513,2.80,2.80,BANCARIO,2014-11-07,
514,2.80,2.80,BANCARIO,2014-11-08,
515,2.80,2.80,BANCARIO,2014-11-10,
516,2.80,2.80,BANCARIO,2014-11-11,
517,2.80,2.80,BANCARIO,2014-11-12,
518,2.80,2.80,BANCARIO,2014-11-13,
519,2.80,2.80,BANCARIO,2014-11-14,
520,2.80,2.80,BANCARIO,2014-11-15,
521,2.90,2.90,BANCARIO,2014-11-17,
522,2.90,2.90,BANCARIO,2014-11-18,
523,2.90,2.90,BANCARIO,2014-11-19,
524,2.90,2.90,BANCARIO,2014-11-20,
525,2.90,2.90,BANCARIO,2014-11-21,
526,2.90,2.90,BANCARIO,2014-11-22,
527,2.90,2.90,BANCARIO,2014-11-24,
528,2.90,2.90,BANCARIO,2014-10-31,
529,2.90,2.90,BANCARIO,2014-11-25,
530,2.90,2.90,BANCARIO,2014-11-26,
531,2.90,2.90,BANCARIO,2014-11-27,
532,2.90,2.90,BANCARIO,2014-11-28,
533,2.90,2.90,BANCARIO,2014-11-29,
534,2.90,2.90,BANCARIO,2014-12-01,
535,2.90,2.90,BANCARIO,2014-12-02,
536,2.90,2.90,BANCARIO,2014-12-03,
537,2.90,2.90,BANCARIO,2014-12-04,
538,2.90,2.90,BANCARIO,2014-12-05,
539,2.90,2.90,BANCARIO,2014-12-06,
540,2.90,2.90,BANCARIO,2014-12-09,
541,2.90,2.90,BANCARIO,2014-12-10,
542,2.90,2.90,BANCARIO,2014-12-11,
543,2.90,2.90,BANCARIO,2014-12-12,
544,2.90,2.90,BANCARIO,2014-12-13,
545,2.90,2.90,BANCARIO,2014-12-15,
546,2.90,2.90,BANCARIO,2014-12-16,
547,2.90,2.90,BANCARIO,2014-12-17,
548,2.90,2.90,BANCARIO,2014-12-18,
549,2.90,2.90,BANCARIO,2014-12-19,
550,2.90,2.90,BANCARIO,2014-12-20,
551,2.90,2.90,BANCARIO,2014-12-22,
552,2.90,2.90,BANCARIO,2014-12-23,
553,2.90,2.90,BANCARIO,2014-12-24,
554,2.90,2.90,BANCARIO,2014-12-26,
555,2.90,2.90,BANCARIO,2014-12-27,
556,2.90,2.90,BANCARIO,2014-12-29,
557,2.90,2.90,BANCARIO,2014-12-30,
558,2.90,2.90,BANCARIO,2014-12-31,
559,2.90,2.90,BANCARIO,2015-01-03,
560,2.90,2.90,BANCARIO,2015-01-05,
561,2.90,2.90,BANCARIO,2014-12-31,
562,2.90,2.90,BANCARIO,2015-01-06,
563,2.90,2.90,BANCARIO,2015-01-07,
564,2.90,2.90,BANCARIO,2015-01-08,
565,2.90,2.90,BANCARIO,2015-01-09,
566,2.90,2.90,BANCARIO,2015-01-10,
567,2.90,2.90,BANCARIO,2015-01-12,
568,2.90,2.90,BANCARIO,2015-01-13,
569,2.90,2.90,BANCARIO,2015-01-14,
570,2.90,2.90,BANCARIO,2015-01-15,
571,2.90,2.90,BANCARIO,2015-01-16,
572,2.90,2.90,BANCARIO,2015-01-17,
573,2.90,2.90,BANCARIO,2015-01-19,
574,2.90,2.90,BANCARIO,2015-01-20,
575,2.90,2.90,BANCARIO,2015-01-21,
576,2.90,2.90,BANCARIO,2015-01-22,
577,2.90,2.90,BANCARIO,2015-01-23,
578,2.90,2.90,BANCARIO,2015-01-24,
579,2.90,2.90,BANCARIO,2015-01-26,
580,2.90,2.90,BANCARIO,2015-01-27,
581,2.90,2.90,BANCARIO,2015-01-28,
582,2.90,2.90,BANCARIO,2015-01-29,
583,2.90,2.90,BANCARIO,2015-01-30,
584,2.90,2.90,BANCARIO,2015-01-31,
585,2.90,2.90,BANCARIO,2015-02-02,
586,2.90,2.90,BANCARIO,2015-02-03,
587,2.90,2.90,BANCARIO,2015-02-04,
588,2.90,2.90,BANCARIO,2015-02-05,
589,2.90,2.90,BANCARIO,2015-02-06,
590,2.90,2.90,BANCARIO,2015-02-07,
591,2.90,2.90,BANCARIO,2015-02-09,
592,2.90,2.90,BANCARIO,2015-02-10,
593,2.90,2.90,BANCARIO,2015-02-11,
594,2.90,2.90,BANCARIO,2015-02-12,
595,2.90,2.90,BANCARIO,2015-02-13,
596,2.90,2.90,BANCARIO,2015-02-14,
597,2.90,2.90,BANCARIO,2015-02-16,
598,3.10,3.10,BANCARIO,2015-02-17,
599,2.90,2.90,BANCARIO,2015-02-18,
600,2.90,2.90,BANCARIO,2015-02-19,
601,2.90,2.90,BANCARIO,2015-02-20,
602,2.90,2.90,BANCARIO,2015-02-21,
603,2.90,2.90,BANCARIO,2015-02-23,
604,2.90,2.90,BANCARIO,2015-02-24,
605,2.90,2.90,BANCARIO,2015-02-25,
606,2.90,2.90,BANCARIO,2015-02-26,
607,2.90,2.90,BANCARIO,2015-02-27,
608,2.90,2.90,BANCARIO,2015-02-28,
609,2.90,2.90,BANCARIO,2015-03-02,
610,3.00,3.00,BANCARIO,2015-03-03,
611,3.00,3.00,BANCARIO,2015-03-04,
612,3.00,3.00,BANCARIO,2015-03-05,
613,2.90,2.90,BANCARIO,2015-03-06,
614,3.00,3.00,BANCARIO,2015-03-07,
615,3.00,3.00,BANCARIO,2015-03-09,
616,2.71,2.82,BANCARIO,2015-03-10,
617,3.00,3.00,BANCARIO,2015-03-11,
618,3.00,3.00,BANCARIO,2015-03-12,
619,3.00,3.00,BANCARIO,2015-03-13,
620,3.00,3.00,BANCARIO,2015-03-14,
621,3.00,3.00,BANCARIO,2015-03-16,
622,3.00,3.00,BANCARIO,2015-03-17,
623,3.00,3.00,BANCARIO,2015-03-18,
624,3.00,3.00,BANCARIO,2015-03-19,
625,3.00,3.00,BANCARIO,2015-03-20,
626,3.00,3.00,BANCARIO,2015-03-21,
627,3.00,3.00,BANCARIO,2015-03-23,
628,3.00,3.00,BANCARIO,2015-03-24,
629,3.00,3.00,BANCARIO,2015-03-25,
630,3.00,3.00,BANCARIO,2015-03-26,
631,3.00,3.00,BANCARIO,2015-03-27,
632,3.00,3.00,BANCARIO,2015-03-28,
633,3.00,3.00,BANCARIO,2015-03-30,
634,3.00,3.00,BANCARIO,2015-03-31,
635,3.00,3.00,BANCARIO,2015-04-01,
636,3.00,3.00,BANCARIO,2015-04-04,
637,3.00,3.00,BANCARIO,2015-04-06,
638,3.00,3.00,BANCARIO,2015-04-07,
639,3.00,3.00,BANCARIO,2015-04-08,
640,3.00,3.00,BANCARIO,2015-04-09,
641,3.00,3.00,BANCARIO,2015-04-10,
642,3.00,3.00,BANCARIO,2015-04-11,
643,3.00,3.00,BANCARIO,2015-04-13,
644,3.00,3.00,BANCARIO,2015-04-14,
645,3.00,3.00,BANCARIO,2015-04-15,
646,3.00,3.00,BANCARIO,2015-04-16,
647,3.00,3.00,BANCARIO,2015-04-17,
648,3.00,3.00,BANCARIO,2015-04-18,
649,3.00,3.00,BANCARIO,2015-04-20,
650,3.00,3.00,BANCARIO,2015-04-21,
651,3.00,3.00,BANCARIO,2015-04-22,
652,3.00,3.00,BANCARIO,2015-04-23,
653,3.00,3.00,BANCARIO,2015-04-24,
654,3.00,3.00,BANCARIO,2015-04-25,
655,3.00,3.00,BANCARIO,2015-04-27,
656,3.00,3.00,BANCARIO,2015-04-28,
657,3.00,3.00,BANCARIO,2015-04-29,
658,3.00,3.00,BANCARIO,2015-04-30,
659,3.00,3.00,BANCARIO,2015-05-02,
660,3.00,3.00,BANCARIO,2015-05-04,
661,3.00,3.00,BANCARIO,2015-05-05,
662,3.00,3.00,BANCARIO,2015-05-06,
663,3.00,3.00,BANCARIO,2015-05-07,
664,3.00,3.00,BANCARIO,2015-05-08,
665,3.00,3.00,BANCARIO,2015-05-09,
666,3.00,3.00,BANCARIO,2015-05-11,
667,3.00,3.00,BANCARIO,2015-05-12,
668,3.00,3.00,BANCARIO,2015-05-13,
669,3.00,3.00,BANCARIO,2015-05-14,
670,3.00,3.00,BANCARIO,2015-05-15,
671,3.00,3.00,BANCARIO,2015-05-16,
672,3.00,3.00,BANCARIO,2015-05-18,
673,3.00,3.00,BANCARIO,2015-05-19,
674,3.00,3.00,BANCARIO,2015-05-20,
675,3.00,3.00,BANCARIO,2015-05-21,
676,3.00,3.00,BANCARIO,2015-05-22,
677,3.00,3.00,BANCARIO,2015-05-23,
678,3.00,3.00,BANCARIO,2015-05-25,
679,3.00,3.00,BANCARIO,2015-05-26,
680,3.00,3.00,BANCARIO,2015-05-27,
681,3.00,3.00,BANCARIO,2015-05-28,
682,3.00,3.00,BANCARIO,2015-05-29,
683,3.00,3.00,BANCARIO,2015-05-30,
684,3.00,3.00,BANCARIO,2015-06-01,
685,3.00,3.00,BANCARIO,2015-06-02,
686,3.00,3.00,BANCARIO,2015-06-03,
687,3.00,3.00,BANCARIO,2015-06-04,
688,3.00,3.00,BANCARIO,2015-06-05,
689,3.00,3.00,BANCARIO,2015-06-06,
690,3.00,3.00,BANCARIO,2015-06-08,
691,3.00,3.00,BANCARIO,2015-06-09,
692,3.00,3.00,BANCARIO,2015-06-10,
693,3.00,3.00,BANCARIO,2015-06-11,
694,3.00,3.00,BANCARIO,2015-06-12,
695,3.00,3.00,BANCARIO,2015-06-13,
696,3.00,3.00,BANCARIO,2015-06-15,
697,3.00,3.00,BANCARIO,2015-06-16,
698,3.00,3.00,BANCARIO,2015-06-17,
699,3.00,3.00,BANCARIO,2015-06-18,
700,3.00,3.00,BANCARIO,2015-06-19,
701,3.00,3.00,BANCARIO,2015-06-20,
702,3.00,3.00,BANCARIO,2015-06-24,
703,3.00,3.00,BANCARIO,2015-06-22,
704,3.00,3.00,BANCARIO,2015-06-23,
705,3.00,3.00,BANCARIO,2015-06-25,
706,3.00,3.00,BANCARIO,2015-06-26,
707,3.00,3.00,BANCARIO,2015-06-27,
708,3.00,3.00,BANCARIO,2015-06-30,
709,3.00,3.00,BANCARIO,2015-07-01,
710,3.00,3.00,BANCARIO,2015-07-02,
711,3.00,3.00,BANCARIO,2015-07-03,
712,3.00,3.00,BANCARIO,2015-07-04,
713,3.00,3.00,BANCARIO,2015-07-06,
714,3.00,3.00,BANCARIO,2015-07-07,
715,3.00,3.00,BANCARIO,2015-07-08,
716,3.00,3.00,BANCARIO,2015-07-09,
717,3.00,3.00,BANCARIO,2015-07-10,
718,3.00,3.00,BANCARIO,2015-07-11,
719,3.00,3.00,BANCARIO,2015-07-13,
720,3.00,3.00,BANCARIO,2015-07-14,
721,3.00,3.00,BANCARIO,2015-07-15,
722,3.00,3.00,BANCARIO,2015-07-16,
723,3.00,3.00,BANCARIO,2015-07-17,
724,3.00,3.00,BANCARIO,2015-07-18,
725,3.00,3.00,BANCARIO,2015-07-20,
726,3.00,3.00,BANCARIO,2015-07-21,
727,3.00,3.00,BANCARIO,2015-07-22,
728,3.00,3.00,BANCARIO,2015-07-23,
729,3.00,3.00,BANCARIO,2015-07-24,
730,3.00,3.00,BANCARIO,2015-07-25,
731,3.00,3.00,BANCARIO,2015-07-30,
732,3.00,3.00,BANCARIO,2015-07-31,
733,3.00,3.00,BANCARIO,2015-08-01,
734,3.00,3.00,BANCARIO,2015-08-03,
735,3.00,3.00,BANCARIO,2015-08-04,
736,3.00,3.00,BANCARIO,2015-08-05,
737,3.00,3.00,BANCARIO,2015-08-06,
738,3.00,3.00,BANCARIO,2015-08-07,
739,3.00,3.00,BANCARIO,2015-08-08,
740,3.00,3.00,BANCARIO,2015-08-10,
741,3.00,3.00,BANCARIO,2015-08-11,
742,3.00,3.00,BANCARIO,2015-08-12,
743,3.00,3.00,BANCARIO,2015-08-13,
744,3.00,3.00,BANCARIO,2015-08-14,
745,3.00,3.00,BANCARIO,2015-08-15,
746,3.00,3.00,BANCARIO,2015-08-17,
747,3.00,3.00,BANCARIO,2015-08-18,
748,3.00,3.00,BANCARIO,2015-08-19,
749,3.00,3.00,BANCARIO,2015-08-20,
750,3.00,3.00,BANCARIO,2015-08-21,
751,3.00,3.00,BANCARIO,2015-08-22,
752,3.00,3.00,BANCARIO,2015-08-24,
753,3.00,3.00,BANCARIO,2015-08-25,
754,3.00,3.00,BANCARIO,2015-08-26,
755,3.00,3.00,BANCARIO,2015-08-28,
756,3.00,3.00,BANCARIO,2015-09-04,
757,3.00,3.00,BANCARIO,2015-09-07,
758,3.00,3.00,BANCARIO,2015-09-08,
759,3.00,3.00,BANCARIO,2015-09-09,
760,3.00,3.00,BANCARIO,2015-09-11,
761,3.00,3.00,BANCARIO,2015-09-12,
762,3.00,3.00,BANCARIO,2015-09-14,
763,3.00,3.00,BANCARIO,2015-09-19,
764,3.00,3.00,BANCARIO,2015-09-21,
765,2.71,2.82,BANCARIO,2015-09-22,
766,3.00,3.00,BANCARIO,2015-10-01,
767,3.00,3.00,BANCARIO,2015-10-02,
